date,date_ymd,url,brand,category,price,delivery_time,color
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/state-of-art-vest-greige-plain-oa422q08t-c11.html,State of Art,Vest,99.95,3-6,greige plain
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/esprit-collection-shorts-beige-es422f04r-b11.html,Esprit Collection,Shorts,49.99,3-6,beige
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/pullandbear-ripped-jeansshort-white-puc22f09a-a11.html,PULL&BEAR,Jeansshort,29.99,1-2,white
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/the-kooples-mantel-black-brown-tha22t04s-q11.html,The Kooples,Mantel,495,1-2,black brown
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/2blind2c-maine-stretch-modern-fit-pantalon-nav-navy-2b122a009-k11.html,2Blind2C,Pantalon,149,1-2,nav navy
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/filippa-k-charles-trui-navy-f1422q02k-k11.html,Filippa K,Trui,224.95,1-2,navy
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/tom-tailor-trui-new-mud-green-melange-to222q0np-c11.html,TOM TAILOR,Trui,29.99,3-6,new mud green melange
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/mango-tulum-sweater-curry-m9122s0dr-o11.html,Mango,Hoodie,49.99,1-2,curry
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/tom-tailor-denim-sweater-met-rits-quiet-mid-grey-to722s0ff-c11.html,TOM TAILOR DENIM,Sweater met rits,39.99,3-6,quiet mid grey
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/allsaints-kiss-oth-hoody-hoodie-jet-black-a0q22s06m-q11.html,AllSaints,Sweater,110.95,1-2,jet black
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/lc-waikiki-slim-fit-jeans-indigo-lca22g07i-k11.html,LC Waikiki,Slim fit jeans,35.95,1-2,indigo
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/next-slim-fit-jeans-grey-nx322g0ko-c11.html,Next,Slim fit jeans,41,1-2,grey
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/iceberg-felpa-hoodie-black-ic322s02l-q11.html,Iceberg,Hoodie,190,1-2,black
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/calvin-klein-performance-pw-sweater-olive-green-cka22s00a-n11.html,Calvin Klein Performance,Hoodie,84.9,3-6,olive green
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/filippa-k-kai-hoodie-hoodie-faded-moss-f1422s013-q12.html,Filippa K,Sweater,224.95,1-2,faded moss
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/foret-rotate-sweater-dusty-green-foq22s00v-m11.html,forét,Sweater,119.95,1-2,dusty green
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/next-slim-fit-jeans-black-nx322g0kr-q11.html,Next,Straight leg jeans,56,1-2,black
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/studio-total-winterjas-schwarz-sbt22t00j-q11.html,Studio Total,Winterjas,99.99,1-2,schwarz
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/blauer-korte-jassen-black-bm922t066-q11.html,Blauer,Korte jassen,224.95,1-2,black
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/arkk-copenhagen-box-logo-polar-trainingsbroek-black-arg22e004-q11.html,ARKK Copenhagen,Trainingsbroek,79.95,1-2,black
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/gorilla-wear-hornell-boxing-shorts-grey-gov210001-c11.html,Gorilla Wear,Trainingsbroek,39.9,3-6,grey
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/colmar-originals-giacche-non-imbottite-uomo-mantel-dark-blue-cm022t043-k11.html,Colmar Originals,Mantel,214.95,1-2,dark blue
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/maison-labiche-unisex-jacket-sebasto-good-vibe-jas-ponderosa-pine-m7h21000l-m11.html,Maison Labiche,Jas,185,1-2,ponderosa pine
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/barbour-beacon-pop-over-hoodie-hoodie-light-moss-b1k22s009-n11.html,Barbour Beacon,Sweater,69.95,1-2,light moss
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/scotch-and-soda-stuart-contains-chino-steel-sc322e0b3-c12.html,Scotch & Soda,Chino,99.95,1-2,steel
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/oneill-zwemshorts-picante-on582h041-g11.html,O'Neill,Zwemshorts,49.99,3-6,picante
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/brave-soul-clarence-hoodie-tan-brh22s07e-b11.html,Brave Soul,Sweater,24.95,1-2,tan
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/ps-paul-smith-zebra-hoodie-off-white-ps722s04g-a11.html,PS Paul Smith,Sweater,184.95,1-2,off white
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/brave-soul-mazor-fleecejas-black-brh22s07b-q11.html,Brave Soul,Fleecejas,34.95,1-2,black
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/massimo-dutti-broek-dark-blue-m3i22e0ay-k11.html,Massimo Dutti,Chino,79.95,3-6,dark blue
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/tom-tailor-bomberjacks-sky-captain-blue-to222t0bo-k11.html,TOM TAILOR,Bomberjacks,89.99,3-6,sky captain blue
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/better-rich-shorts-lt-grey-bt322f00l-c11.html,Better Rich,Shorts,89.99,3-6,lt grey
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/soliver-straight-leg-jeans-light-blue-so222g0kp-k11.html,s.Oliver,Straight leg jeans,99.99,3-6,light blue
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/lindbergh-checked-tuxedo-suit-set-kostuum-burgundy-lg522a049-g11.html,Lindbergh,Kostuum,199.95,1-2,burgundy
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/superdry-zwemshorts-raspberry-sorbet-su282h04b-j11.html,Superdry,Zwemshorts,44.99,3-6,raspberry sorbet
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/tom-tailor-shorts-castlerock-grey-to222f0dx-c11.html,TOM TAILOR,Shorts,39.99,3-6,castlerock grey
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/mexx-sweater-navy-me422s00o-k11.html,Mexx,Sweater,59.99,3-6,navy
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/young-poets-society-ray-light-twill-cargobroek-vintage-dark-beam-yoj22e00o-b11.html,YOUNG POETS SOCIETY,Cargobroek,121.92,3-6,vintage dark beam
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/jlindeberg-jay-solid-slim-fit-jeans-vetiver-jl122g065-m11.html,J.LINDEBERG,Slim fit jeans,130,3-6,vetiver
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/jp1880-jeansshort-jean-bleu-jp322f03l-k11.html,JP1880,Jeansshort,59.99,3-6,jean bleu
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/calvin-klein-mirrored-logo-pants-trainingsbroek-sage-6ca22e02r-n11.html,Calvin Klein,Trainingsbroek,99.95,1-2,sage
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/salewa-pedroc-shorts-navy-blazer-s2042e00n-k12.html,Salewa,Shorts,80.9,3-6,navy blazer
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/threadbare-winterjas-schwarz-thc22t05i-q11.html,Threadbare,Jas,79.99,1-2,schwarz
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/ltb-lance-jeansshort-morado-wash-lt122f00x-k16.html,LTB,Jeansshort,39.95,1-2,morado wash
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/canda-outdoorjas-black-c6f22t041-q11.html,C&A,Outdoorjas,79.99,3-6,black
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/wrstbhvr-sweater-met-rits-toffee-wr821003x-o11.html,WRSTBHVR,Sweater,67.45,1-2,toffee
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/weekday-simon-light-padded-jacket-winterjas-dusty-blue-web22t057-q11.html,Weekday,Winterjas,68,1-2,dusty blue
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/soliver-steppweste-bodywarmer-gruen-so222t0dl-m11.html,s.Oliver,Bodywarmer,99.99,3-6,grün
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/brave-soul-ulrich-overhemd-jet-black-denim-brh22d03x-q11.html,Brave Soul,Overhemd,29.95,1-2,jet black denim
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/next-christmas-jumper-trui-multi-coloured-nx322q0k7-t11.html,Next,Trui,47,1-2,multi coloured
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/brave-soul-holmfirth-winterjas-black-lowergrey-upper-brh22t0a8-q11.html,Brave Soul,Winterjas,59.95,1-2,black lower/grey upper
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/buratti-sweater-mint-bus22s028-m11.html,Buratti,Hoodie,23.79,1-2,mint
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/9n1m-sense-motel-la-logo-hoodie-unisex-hoodie-milk-chocolate-9n021005o-o11.html,9N1M SENSE,Sweater,48.95,1-2,milk chocolate
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/jack-and-jones-jorneo-jacket-imitatieleren-jas-fungi-ja222t0y9-b11.html,Jack & Jones,Imitatieleren jas,69.99,1-2,fungi
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/sergio-tacchini-fascia-tracksuit-trainingspak-navybotanical-s1642k01c-k11.html,Sergio Tacchini,Trainingspak,110.95,1-2,navy/botanical
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/ftc-cashmere-trui-faded-denim-ft222q01w-k11.html,FTC Cashmere,Trui,369.95,1-2,faded denim
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/next-chino-royal-blue-nx322e0ml-k12.html,Next,Chino,41,1-2,royal blue
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/ps-paul-smith-sport-lined-shorts-light-blue-ps722f010-k11.html,PS Paul Smith,Shorts,174.95,4-8,light blue
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/new-balance-athletics-amplified-nep-crew-sweater-black-multi-ne222s03y-q11.html,New Balance,Sweater,64.95,1-2,black multi
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/qs-by-soliver-jeansshort-blue-qs122f0a5-k11.html,QS by s.Oliver,Jeansshort,39.99,3-6,blue
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/calvin-klein-broek-stony-beige-6ca22e041-b11.html,Calvin Klein,Broek,129.9,3-6,stony beige
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/boss-broek-black-bb122e0lu-q11.html,BOSS,Broek,229,3-6,black
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/gant-trainingsbroek-roasted-walnut-ga322e024-o11.html,GANT,Trainingsbroek,120,1-2,roasted walnut
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/vivienne-westwood-classic-unisex-trainingsbroek-green-loden-vw921000s-m11.html,Vivienne Westwood,Trainingsbroek,215,1-2,green loden
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/refill-by-shoeby-jumpsuit-brown-r3i22q00g-o11.html,Refill by Shoeby,Trui,29.99,1-2,brown
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/camel-active-bodywarmer-night-blue-ca522t07n-k11.html,camel active,Bodywarmer,89.95,3-6,night blue
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/no-excess-slim-fit-jeans-stone-used-denim-nok22g00n-k11.html,NO EXCESS,Slim fit jeans,79.99,3-6,stone used denim
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/rains-vest-unisex-bodywarmer-black-ri021002r-q11.html,Rains,Bodywarmer,62.95,1-2,black
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/missoni-long-sleeve-crew-neck-trui-bordeaux-verde-ottanio-arancio-e-corda-6mi22q01p-t11.html,Missoni,Trui,490,1-2,bordeaux verde ottanio arancio e corda
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/esprit-trui-cream-beige-es122q0fx-b11.html,Esprit,Trui,69.99,3-6,cream beige
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/11-project-prnordian-jeansshort-denim-middle-blue-11322f000-k11.html,11 Project,Jeansshort,44.95,3-6,denim middle blue
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/quiksilver-oceanmade-volley-zwemshorts-black-qu182h09l-q11.html,Quiksilver,Zwemshorts,39.99,3-6,black
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/edc-by-esprit-jeansshort-blue-light-washed-ed122f0at-k11.html,edc by Esprit,Jeansshort,49.99,3-6,blue light washed
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/calvin-klein-micro-logo-shorts-darling-pink-6ca22f00t-j11.html,Calvin Klein,Shorts,69.95,1-2,darling pink
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/hugo-arti-hesten-set-kostuum-medium-grey-hu722a0dm-c11.html,HUGO,Kostuum,449.95,1-2,medium grey
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/luhta-haaga-sweater-met-rits-light-grey-lu942g00b-c11.html,Luhta,Sweater met rits,89.95,1-2,light grey
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/jp1880-halflange-jas-zwart-jp322t05k-q11.html,JP1880,Halflange jas,159.99,3-6,zwart
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/hollister-co-vintage-basic-unisex-sweater-blue-h0421000h-k11.html,Hollister Co.,Hoodie,44.05,1-2,blue
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/2blind2c-jas-brw-brown-2b122t00i-o11.html,2Blind2C,Korte jassen,269,1-2,brw brown
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/element-trainingsvest-cheetos-el822t03w-o11.html,Element,Trainingsvest,145,3-6,cheetos
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/le-temps-des-cerises-slim-fit-jeans-blue-l1222g017-k11.html,Le Temps Des Cerises,Slim fit jeans,79.53,3-6,blue
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/america-today-jas-light-blue-amk22t01j-k11.html,America Today,Jas,69.99,3-6,light blue
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/guess-slim-fit-jeans-blau-gu122g0h2-k11.html,Guess,Slim fit jeans,99,1-2,blau
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/puma-rugby-poloshirt-puma-white-pu122p029-a11.html,Puma,Sweater,79.95,1-2,puma white
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/alpha-industries-hooded-korte-jassen-mottled-orange-al522t045-h11.html,Alpha Industries,Korte jassen,197.95,1-2,mottled orange
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/karl-kani-signature-paisley-board-zwemshorts-multicolor-kk182h005-t11.html,Karl Kani,Zwemshorts,49.95,1-2,multicolor
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/tom-tailor-denim-relaxed-fit-hoody-with-artwork-hoodie-creme-to722s0eu-b11.html,TOM TAILOR DENIM,Hoodie,39.99,1-2,creme
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/camel-active-blazer-olive-ca522t07p-n11.html,camel active,blazer,179.95,3-6,olive
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/state-of-art-trui-cream-beige-oa422q096-b11.html,State of Art,Trui,129.95,3-6,cream beige
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/tom-tailor-straight-leg-jeans-mid-stone-blue-grey-denim-to222g0aa-k11.html,TOM TAILOR,Straight leg jeans,59.99,3-6,mid stone blue grey denim
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/ricano-leren-jas-schwarz-riv22t00q-q11.html,Ricano,Leren jas,259,3-6,schwarz
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/hurley-bengal-volley-zwemshorts-medium-blue-hu882o002-k11.html,Hurley,Zwemshorts,45,1-2,medium blue
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/strellson-blazer-navy-s4322t04u-k11.html,Strellson,Colbert,239.95,1-2,navy
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/yourturn-unisex-bodywarmer-salmon-yo12100jf-h11.html,YOURTURN,Bodywarmer,33.99,1-2,salmon
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/11-project-prnordin-jeansshort-denim-dark-blue-11322f001-k11.html,11 Project,Jeansshort,49.95,3-6,denim dark blue
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/iceberg-hoodie-grigioazzurro-ic322s02k-a11.html,Iceberg,Sweater,190,1-2,grigio/azzurro
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/tom-tailor-bomberjacks-pearl-blue-grey-to222t0bo-c11.html,TOM TAILOR,Bomberjacks,89.99,3-6,pearl blue grey
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/matinique-broek-olive-night-m6022e02z-m11.html,Matinique,Broek,129.95,1-2,olive night
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/next-trainingsbroek-dark-blue-nx322e0nz-k11.html,Next,Trainingsbroek,44,1-2,dark blue
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/matinique-mageorge-f-blazer-chambray-blue-m6022a02h-k11.html,Matinique,blazer,249,1-2,chambray blue
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/karl-lagerfeld-sweater-black-k4821j06t-q11.html,KARL LAGERFELD,Sweater,195,1-2,black
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/ricano-leren-jas-schwarz-riv22t00m-q11.html,Ricano,Leren jas,329,3-6,schwarz
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/mango-nuria-shorts-donkermarine-m9122f0ap-k11.html,Mango,Shorts,49.99,1-2,donkermarine
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/ellesse-lamburg-pant-trainingsbroek-grey-el942e036-c11.html,Ellesse,Trainingsbroek,49.95,1-2,grey
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/jp1880-trainingsbroek-schwarz-jp322e03x-q11.html,JP1880,Trainingsbroek,59.99,3-6,schwarz
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/studio-total-cargobroek-dark-grey-sbt22e00z-c11.html,Studio Total,Cargobroek,59.99,1-2,dark grey
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/gore-wear-phantom-gtx-i-trainingsvest-gruen-schwarz-god42f01a-m11.html,Gore Wear,Trainingsvest,179.9,3-6,grün schwarz
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/endless-nights-healing-unisex-trainingsbroek-ecru-eno21001o-b11.html,Endless Nights,Trainingsbroek,54.95,1-2,ecru
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/guess-trainingsbroek-bleu-gu122e05x-k11.html,Guess,Trainingsbroek,79.1,3-6,bleu
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/karl-kani-unisex-chest-signature-jas-taupe-kk12100bc-b11.html,Karl Kani,Jas,62.95,1-2,taupe
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/rains-vest-unisex-bodywarmer-fossil-ri021002r-a11.html,Rains,Bodywarmer,62.95,1-2,fossil
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/guess-slim-fit-jeans-dunkelblau-gu122g0gw-k11.html,Guess,Slim fit jeans,99,1-2,dunkelblau
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/masons-eisenhower-shorts-multi-coloured-m3822f00t-t11.html,Mason's,Shorts,129.95,1-2,multi coloured
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/vivienne-westwood-rugged-zip-hoodie-unisex-sweater-met-rits-green-loden-vw921000g-m11.html,Vivienne Westwood,Sweater met rits,290,1-2,green loden
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/solid-mason-zipper-sweater-met-rits-light-grey-melange-so422s05j-c11.html,Solid,Sweater met rits,49.95,1-2,light grey melange
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/scalpers-broek-off-white-scf22e01f-a11.html,Scalpers,Broek,84,1-2,off white
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/next-jas-grey-nx322t0q3-c11.html,Next,Jas,87,1-2,grey
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/drykorn-broek-indigo-dr222e0a1-k11.html,DRYKORN,Broek,119.99,3-6,indigo
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/mexx-steve-mid-leg-straight-leg-jeans-blue-rinsed-me422g020-k11.html,Mexx,Straight leg jeans,79.99,3-6,blue rinsed
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/barbour-sports-tee-t-shirt-basic-lyons-blue-ba222o01t-k11.html,Barbour,T-shirt basic,39.95,1-2,lyons blue
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/redefined-rebel-rrjacob-cargobroek-chocolate-brown-r0622e028-o11.html,Redefined Rebel,Cargobroek,42.65,1-2,chocolate brown
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/won-hundred-cassius-mantel-black-wo322t00v-q11.html,Won Hundred,Mantel,399.95,1-2,black
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/soliver-trui-khaki-oliv-melange-so222q0qv-c11.html,s.Oliver,Trui,49.99,3-6,khaki oliv melange
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/closed-cooper-jeans-tapered-fit-black-cl322g04y-q11.html,CLOSED,Jeans Tapered Fit,179.95,1-2,black
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/scotch-and-soda-shorts-sand-sc322f0be-b11.html,Scotch & Soda,Shorts,99.95,1-2,sand
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/sean-john-script-logo-trackpants-cargobroek-black-s5e22e00y-q11.html,Sean John,Cargobroek,71.95,1-2,black
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/billabong-zwemshorts-navy-bi782h06r-k11.html,Billabong,Zwemshorts,60,3-6,navy
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/boglioli-blazer-navy-b3g22a00j-k11.html,Boglioli,blazer,679.95,1-2,navy
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/oneill-cali-zoom-shorts-zwemshorts-blue-on582h03f-t11.html,O'Neill,Zwemshorts,49.99,3-6,blue
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/karl-lagerfeld-sweater-white-k4822s06k-a11.html,KARL LAGERFELD,Sweater,175,1-2,white
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/nike-sportswear-shorts-black-white-ni122f071-q11.html,Nike Sportswear,Shorts,81.3,3-6,black white
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/next-slim-fit-jeans-black-denim-nx322g0ka-q12.html,Next,Slim fit jeans,41,1-2,black denim
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/karl-lagerfeld-bomberjacks-black-k4822t02w-q11.html,KARL LAGERFELD,Bomberjacks,529.95,1-2,black
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/salsa-vancouver-schutzhuetten-winterjas-schwarz-sz022t01k-q11.html,Salsa,Jas,89.95,1-2,black
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/karl-lagerfeld-trainingsbroek-black-k4822e02y-q11.html,KARL LAGERFELD,Trainingsbroek,175,1-2,black
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/puma-swim-men-block-logo-zwemshorts-blue-combo-pu182h010-k12.html,Puma,Zwemshorts,29.95,1-2,blue combo
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/calvin-klein-jeans-seasonal-institutional-pant-trainingsbroek-tobacco-brown-c1822e036-o11.html,Calvin Klein Jeans,Trainingsbroek,89.95,1-2,tobacco brown
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/g-star-korte-jassen-tree-house-gs122t0h2-b11.html,G-Star,Korte jassen,129.95,3-6,tree house
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/emporio-armani-shorts-shorts-nero-ea822f00e-q11.html,Emporio Armani,Shorts,164.95,1-2,nero
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/gorilla-wear-shorts-red-gov22f00c-g11.html,Gorilla Wear,Shorts,39.9,3-6,red
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/doreanse-zwemslips-mehrfarbig-doo82h007-t11.html,Doreanse,Zwemslips,39.9,3-6,mehrfarbig
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/no-excess-bomberjacks-khaki-stone-nok22t00d-n12.html,NO EXCESS,Bomberjacks,139.99,3-6,khaki stone
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/blend-shorts-shorts-bridal-rose-bl522f08o-j11.html,Blend,Shorts,19.95,1-2,bridal rose
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/11-project-jeansshort-denim-clear-blue-11322f002-k11.html,11 Project,Jeansshort,39.95,3-6,denim clear blue
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/ps-paul-smith-bomberjacks-olive-ps722t031-n11.html,PS Paul Smith,Bomberjacks,359.95,1-2,olive
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/bershka-shorts-green-bej22f047-m11.html,Bershka,Shorts,19.99,1-2,green
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/daniel-hechter-broek-dark-blue-da822e00i-k11.html,Daniel Hechter,Broek,169,3-6,dark blue
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/mexx-shorts-navy-me422f04d-k11.html,Mexx,Shorts,49.99,3-6,navy
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/tom-tailor-stehkragen-korte-jassen-smart-olive-to222t0bl-n11.html,TOM TAILOR,Korte jassen,79.99,3-6,smart olive
